7938
(174,4220)
(2505,6482)
(3019,3057)
(1390,2667)
(1480,3031)
(1740,3784)
(2662,5889)
(3963,98)
(2880,4060)
(6728,3299)
(6306,4802)
(3685,5388)
(7028,3032)
(2447,5940)
(3105,4166)
(5255,6206)
(2039,3143)
(222,2616)
(4478,5400)
(1777,1578)
(5377,2731)
(1460,6756)
(5722,3382)
(6085,2552)
(149,5828)
(6035,883)
(6256,278)
(6764,5998)
(1208,1396)
(4120,1854)
(3816,3630)
(1242,239)
(6546,492)
(2802,6649)
(5601,3698)
(3780,6546)
(2889,4178)
(6368,6928)
(2293,7052)
(5464,1190)
(907,1300)
(2650,2564)
(3600,6137)
(5607,3164)
(6384,2239)
(411,3185)
(1184,3714)
(1847,6785)
(1833,3795)
(770,433)
(5711,6721)
(6622,2837)
(1051,1538)
(3300,3553)
(474,5267)
(5792,1706)
(6476,5763)
(6251,1282)
(2955,3473)
(1569,4208)
(6342,4970)
(6356,2992)
(6973,2356)
(5831,5396)
(1342,4519)
(5328,2477)
(1307,1534)
(580,17)
(799,1316)
(2875,4363)
(28,1748)
(1589,297)
(2053,1177)
(2058,3253)
(4106,2178)
(4230,818)
(3550,2600)
(3050,6386)
(2442,992)
(87,5565)
(3295,1082)
(1903,2689)
(5153,3135)
(4685,342)
(1515,1575)
(6762,2973)
(4472,1350)
(3484,6136)
(2154,6648)
(1202,1995)
(2978,1322)
(6120,7064)
(267,6910)
(761,1494)
(3737,1093)
(6369,6942)
(5045,3830)
(4935,6246)
(4120,6552)
(7054,4771)
(3969,477)
(2676,2380)
(4080,106)
(2244,1284)
(1316,4824)
(1413,2943)
(5407,1179)
(4136,2766)
(4844,5261)
(3206,6292)
(2064,4186)
(5059,6420)
(6388,3804)
(6471,4685)
(6242,3413)
(5436,646)
(6751,5748)
(4378,5147)
(5968,1621)
(3009,3922)
(6036,2225)
(5468,1324)
(3034,5805)
(1893,5853)
(760,3533)
(5200,2986)
(1209,5478)
(4241,6319)
(1551,95)
(1030,6913)
(1514,6125)
(3594,1799)
(283,2011)
(4714,3644)
(1754,132)
(4278,602)
(5103,4412)
(6409,5815)
(3872,719)
(4839,5220)
(5288,3331)
(5783,3476)
(4960,2206)
(6483,4015)
(4079,5223)
(619,6947)
(3850,5354)
(4650,5715)
(99,1831)
(2723,3134)
(3657,3619)
(333,2363)
(3504,4987)
(4042,5275)
(6059,4336)
(685,6300)
(3821,561)
(6276,2819)
(1415,159)
(1200,1660)
(5003,1458)
(5227,2781)
(5953,1643)
(1659,4404)
(5730,4996)
(3267,1869)
(182,6406)
(5999,4239)
(5352,3389)
(1063,3709)
(4291,5182)
(6754,2941)
(6793,1401)
(4407,5240)
(6748,4184)
(5654,4355)
(5033,5244)
(5262,2301)
(188,6235)
(7035,630)
(1144,738)
(6248,2286)
(1211,3159)
(5734,6492)
(6398,1008)
(4992,6003)
(6743,6434)
(5570,5198)
(2181,4514)
(3734,3417)
(227,165)
(5539,3620)
(2320,3581)
(1738,2387)
(5716,2727)
(4720,2824)
(3809,740)
(1583,6902)
(6025,5377)
(6597,3866)
(1074,2410)
(2641,2063)
(956,2759)
(6818,978)
(4008,5757)
(4453,3380)
(4694,5432)
(1898,5221)
(5443,3287)
(1796,4134)
(6105,1655)
(6065,1601)
(1274,6390)
(915,3109)
(4019,1074)
(4587,4690)
(2424,6244)
(391,1577)
(5217,169)
(2549,5323)
(6399,4936)
(2557,4005)
(6313,5913)
(1914,5603)
(6700,5212)
(2370,3373)
(684,2088)
(2178,4641)
(2209,6921)
(5024,2945)
(4602,4238)
(5530,6172)
(2963,5114)
(5162,2791)
(6472,6800)
(186,2732)
(3332,981)
(132,1363)
(3529,6193)
(3611,4104)
(2294,1383)
(2747,3360)
(6632,3301)
(6357,5209)
(6723,5783)
(2434,5085)
(5712,5786)
(6704,7009)
(3866,2240)
(6354,6523)
(2127,4932)
(4949,3506)
(1018,1169)
(376,6194)
(6847,2776)
(3037,1665)
(6173,1985)
(5296,3064)
(4788,2294)
(905,4095)
(5203,5790)
(1941,1361)
(2694,2182)
(5573,5805)
(1494,715)
(3146,4259)
(2179,5911)
(5799,3103)
(5617,3861)
(4961,7050)
(4774,606)
(4477,2813)
(6047,1607)
(5621,2116)
(1633,6644)
(1087,3963)
(3108,1890)
(432,3680)
(6536,1877)
(5080,6238)
(1359,3569)
(1395,6035)
(175,4325)
(1355,2769)
(2856,6718)
(7066,4946)
(4890,3551)
(3853,6946)
(167,4926)
(6570,5075)
(3509,3612)
(3845,6359)
(3186,6266)
(1475,3823)
(5279,128)
(1562,658)
(4100,2781)
(3869,52)
(6598,2919)
(5318,3707)
(1037,6711)
(2207,4248)
(1657,6800)
(992,227)
(4431,2124)
(4098,6835)
(5859,639)
(4353,1378)
(598,2153)
(6375,1986)
(3990,4891)
(826,4733)
(352,4169)
(6057,4659)
(846,5926)
(4987,2922)
(4919,4934)
(766,5604)
(5004,2962)
(1060,2408)
(4145,1175)
(616,6581)
(402,5038)
(5072,4433)
(3628,2723)
(4272,1411)
(2919,2322)
(4690,4360)
(1736,2889)
(4368,1783)
(937,1694)
(1996,763)
(5367,3838)
(6152,2487)
(2639,6204)
(4323,5587)
(2264,604)
(3026,3074)
(2396,318)
(2096,5713)
(2233,683)
(2463,5909)
(2545,2936)
(7003,6829)
(4059,2159)
(5633,5398)
(1593,2277)
(6287,6148)
(6908,5582)
(4341,3436)
(3446,1595)
(3000,5793)
(6623,1367)
(5678,5808)
(2720,6394)
(2999,6750)
(1511,4829)
(5932,4689)
(2986,1508)
(6892,5272)
(775,2860)
(2491,2835)
(4380,852)
(269,3123)
(1288,4624)
(7002,12)
(3107,3775)
(3315,2765)
(2317,4403)
(1668,3685)
(2084,687)
(1329,4210)
(5476,2309)
(5626,4227)
(3457,2934)
(15,5989)
(1817,4911)
(3762,4144)
(2943,4504)
(4604,2940)
(3377,3493)
(4452,2273)
(3064,6014)
(1528,6452)
(4159,7044)
(1758,727)
(6213,6887)
(7085,5283)
(5892,6232)
(4324,1998)
(416,2822)
(2385,6986)
(2421,151)
(1671,371)
(6666,1669)
(4345,2515)
(1597,4950)
(4177,6145)
(6819,289)
(1749,4958)
(5303,6653)
(5002,5883)
(873,232)
(5871,5669)
(1845,339)
(1031,6075)
(150,511)
(1760,6978)
(1983,2265)
(507,1953)
(6836,4214)
(2521,4334)
(1994,1791)
(4648,1565)
(1116,4848)
(330,1233)
(6824,1230)
(2440,57)
(1381,3029)
(1544,5418)
(6951,532)
(4108,3117)
(1124,6622)
(5973,6672)
(2567,474)
(5383,5946)
(1357,3513)
(4466,6995)
(3215,5589)
(4297,1204)
(4180,4423)
(5801,2770)
(3612,3451)
(1337,6896)
(5205,478)
(546,2837)
(1579,833)
(6585,919)
(2338,2611)
(346,4869)
(639,6898)
(1405,6298)
(5481,6906)
(5313,4564)
(2801,4438)
(4963,5938)
(227,7015)
(3921,5463)
(1422,3153)
(6125,1165)
(2658,3742)
(2107,471)
(3486,1718)
(6562,1043)
(2942,7014)
(6022,7085)
(2642,4407)
(3475,5062)
(6961,3215)
(3344,4680)
(1653,3565)
(841,4680)
(6624,5292)
(490,3121)
(4672,3827)
(5487,6157)
(5483,521)
(6934,1790)
(251,976)
(4094,7056)
(6763,5635)
(425,4170)
(4282,2312)
(671,3513)
(5284,4124)
(5175,3808)
(4867,1314)
(6981,5777)
(4965,5409)
(3071,2110)
(4212,2643)
(6965,5326)
(1522,3077)
(2891,857)
(7079,4515)
(1607,999)
(3817,176)
(211,5797)
(1978,5315)
(5622,3500)
(3224,4400)
(2146,1399)
(4691,5094)
(883,2361)
(4303,3956)
(4602,4041)
(4084,3854)
(3623,4201)
(6427,7021)
(2734,1351)
(3441,986)
(4864,6428)
(2677,72)
(4956,173)
(1166,6676)
(6642,5067)
(3179,4691)
(129,3828)
(4082,6794)
(1244,6239)
(703,809)
(4979,1110)
(6672,2627)
(1149,3606)
(3284,3040)
(6336,6251)
(561,2130)
(797,1422)
(3015,6842)
(2685,6240)
(727,6384)
(339,1497)
(5261,5021)
(3627,3440)
(1320,805)
(4288,2412)
(3464,430)
(12,567)
(2285,5143)
(5797,2215)
(5348,610)
(5604,3563)
(1784,2237)
(4485,5995)
(4683,6762)
(2821,3382)
(1294,154)
(4677,6724)
(6029,4091)
(1467,6124)
(4923,1981)
(380,1222)
(320,3213)
(437,4090)
(4852,79)
(4451,4265)
(7026,2435)
(5215,1747)
(2478,1887)
(2693,4850)
(3394,3530)
(6949,2256)
(6569,158)
(5841,3942)
(7003,2682)
(1473,4013)
(3843,799)
(6220,3308)
(1340,300)
(3742,980)
(5793,2502)
(1454,4382)
(4384,2259)
(420,4838)
(6090,2377)
(2619,686)
(142,2326)
(4687,2624)
(4279,3198)
(1933,1143)
(216,4631)
(4533,4247)
(3048,2131)
(4383,6560)
(945,99)
(3975,1715)
(4600,2958)
(1670,794)
(2810,4203)
(3885,2180)
(5347,895)
(2719,3593)
(2757,663)
(1193,4475)
(3783,3564)
(4610,6775)
(1786,3458)
(1892,985)
(3520,2027)
(6956,6089)
(3691,527)
(2535,1562)
(361,4243)
(3443,3036)
(2743,785)
(240,2586)
(6025,6980)
(5579,5041)
(6119,4483)
(171,3054)
(1044,6066)
(4746,2172)
(6071,166)
(6293,2931)
(6051,3797)
(6623,4754)
(4779,6658)
(6682,6415)
(6450,6092)
(7068,6716)
(4777,3235)
(6184,2072)
(4749,1772)
(584,993)
(3192,2149)
(3808,2495)
(4560,6055)
(5715,4006)
(3760,744)
(3709,1907)
(3497,4748)
(6067,1926)
(5478,6328)
(2114,1551)
(531,1094)
(1118,1412)
(308,1704)
(2918,5065)
(3112,1387)
(5703,2174)
(4872,3120)
(5742,656)
(1479,3090)
(3830,4517)
(6571,2728)
(3236,3266)
(4426,1388)
(4191,4123)
(1168,130)
(4881,6179)
(5776,3505)
(528,5431)
(6238,4777)
(2551,1755)
(1595,3372)
(2622,5395)
(6139,2703)
(6927,998)
(1407,6576)
(2351,59)
(6459,2188)
(6633,3423)
(532,6700)
(1378,5721)
(2184,3792)
(4199,714)
(6792,816)
(2515,2979)
(1070,209)
(3004,305)
(2338,926)
(5073,9)
(2506,6380)
(456,5585)
(1382,5063)
(1251,3001)
(1593,1860)
(6505,5609)
(4934,6693)
(4363,5570)
(4133,4440)
(1564,6421)
(5951,5996)
(55,5842)
(7061,2668)
(5332,4949)
(3527,1971)
(6525,5358)
(4110,1312)
(3251,5149)
(6060,6070)
(3962,2378)
(3848,3414)
(2057,1846)
(5260,2390)
(5135,6515)
(2701,6024)
(2838,6042)
(4606,4267)
(451,3607)
(1955,6363)
(5554,2999)
(2246,5342)
(3749,2871)
(2578,6931)
(1117,2472)
(6939,32)
(6115,133)
(5525,6796)
(3150,1365)
(661,5986)
(6964,595)
(3856,4270)
(1973,5353)
(4022,1961)
(4662,810)
(5181,6168)
(3653,6504)
(1360,466)
(3499,267)
(3391,3012)
(257,3955)
(4580,1717)
(301,5990)
(1291,1738)
(3604,968)
(4552,5287)
(5923,1151)
(5798,1733)
(780,6436)
(5064,6199)
(3578,4763)
(3411,5732)
(3253,4660)
(2323,451)
(1262,3471)
(1319,1625)
(4584,2995)
(4251,7090)
(2177,3463)
(1156,4816)
(4912,4555)
(1452,2758)
(65,5820)
(1370,4268)
(5424,2873)
(6452,2138)
(4856,6501)
(1333,5836)
(2987,3156)
(6659,3642)
(5422,1517)
(2930,6026)
(4487,4219)
(2534,4852)
(3372,6316)
(2862,5024)
(4689,2057)
(4735,4548)
(651,4509)
(6838,5329)
(6643,3121)
(5768,6954)
(4088,5380)
(5196,2058)
(3720,1643)
(5494,3807)
(6856,6679)
(1082,6095)
(3099,3809)
(1096,3915)
(904,607)
(2678,590)
(3832,467)
(3035,4447)
(106,3841)
(5884,1745)
(4205,7008)
(4396,2135)
(5345,2572)
(3622,4066)
(5714,5245)
(4944,2041)
(173,5)
(3014,6953)
(3049,101)
(6990,195)
(3420,2252)
(482,6621)
(4402,4910)
(5194,563)
(6768,4280)
(4286,1484)
(5881,4866)
(2375,2718)
(2155,3571)
(1553,5200)
(3214,2035)
(2390,39)
(5123,5258)
(6899,5260)
(3844,3584)
(354,3971)
(6725,6413)
(4000,6357)
(3614,1807)
(3327,6096)
(5346,566)
(1520,4489)
(3291,1696)
(6399,6203)
(922,6873)
(904,3521)
(95,6075)
(3632,5209)
(6606,579)
(1011,211)
(81,5795)
(1128,1227)
(3966,2471)
(3245,3182)
(2723,6213)
(715,1398)
(5295,1648)
(705,6449)
(2877,1020)
(6589,1699)
(5326,6169)
(6411,4264)
(6263,5817)
(6586,173)
(6583,4234)
(6641,457)
(3904,5187)
(943,1194)
(503,2910)
(888,6944)
(6611,3281)
(710,5532)
(298,323)
(4941,3431)
(6786,4851)
(1350,3847)
(6377,1228)
(2795,123)
(4997,1702)
(7053,5038)
(2543,6461)
(1347,6780)
(3879,25)
(790,5854)
(4342,6272)
(2473,4428)
(6464,3174)
(115,6059)
(1305,2372)
(6340,4915)
(6363,5767)
(1490,1633)
(6081,1516)
(5041,4044)
(956,983)
(6334,4507)
(101,7061)
(2448,6195)
(828,3175)
(2121,2307)
(6299,1059)
(2282,5002)
(6680,3568)
(4609,2566)
(4111,5346)
(2325,6161)
(3206,2499)
(2585,3195)
(2967,6730)
(6587,5884)
(3234,1537)
(2655,871)
(6309,6837)
(6539,3435)
(4483,7082)
(4299,5483)
(5293,2321)
(6292,4559)
(1052,3810)
(6110,3880)
(4049,1721)
(3587,3404)
(2927,3411)
(6186,4715)
(6673,3092)
(1469,3166)
(2912,3773)
(4077,5935)
(5726,524)
(3475,6851)
(1007,2939)
(4754,3939)
(6879,6729)
(4264,3864)
(2797,1922)
(3990,4600)
(5803,84)
(3318,6202)
(5615,4105)
(4076,3477)
(1439,3087)
(2927,6216)
(6912,3874)
(1903,113)
(6000,3345)
(5419,4961)
(1587,204)
(5012,4121)
(5450,2424)
(214,2687)
(4395,3826)
(4621,6617)
(5101,6108)
(5618,2424)
(6647,4487)
(3486,7031)
(3421,2019)
(128,907)
(4824,4047)
(5655,5328)
(4260,726)
(2483,3328)
(783,1874)
(3476,4196)
(3660,6440)
(5543,3154)
(1219,1054)
(6147,6008)
(2465,62)
(533,3122)
(6390,614)
(5502,2484)
(4521,5890)
(3257,3489)
(3991,989)
(1367,2861)
(6530,4939)
(2008,1123)
(6259,5298)
(3593,2705)
(4243,6831)
(3858,2700)
(1533,4951)
(6246,2033)
(6738,6087)
(2748,273)
(6046,3558)
(6614,761)
(4902,3359)
(229,4317)
(1078,170)
(6963,108)
(6735,2872)
(6957,4545)
(3741,5997)
(7005,6934)
(2364,251)
(3177,5506)
(2874,272)
(963,1063)
(294,4033)
(2042,3100)
(2021,2323)
(190,2091)
(3582,3852)
(5471,1370)
(924,1543)
(4712,4927)
(6618,4597)
(2018,1041)
(2487,2491)
(1502,5381)
(6528,1633)
(3757,5199)
(4750,326)
(2346,713)
(5537,2132)
(6821,6610)
(314,6937)
(7052,44)
(6719,3949)
(2093,3311)
(1911,413)
(5705,2170)
(668,5288)
(6139,4173)
(5461,422)
(4097,6901)
(3883,2234)
(6003,7032)
(435,1490)
(916,2345)
(3723,2948)
(2514,7045)
(1335,5192)
(3183,5556)
(4417,804)
(6317,1748)
(2938,4792)
(611,4730)
(3674,3812)
(1293,1898)
(623,1576)
(5316,5331)
(5912,6058)
(6798,2143)
(1516,6201)
(3355,4870)
(3452,2069)
(4570,4072)
(6925,2527)
(4347,1466)
(2406,2056)
(959,1973)
(4768,516)
(2552,6630)
(5786,4692)
(4836,2134)
(2672,2517)
(5467,2870)
(2111,6937)
(5716,1554)
(2560,3592)
(2454,6816)
(6200,3483)
(3687,2448)
(3622,797)
(4072,2289)
(584,3418)
(6931,6361)
(3398,5051)
(6583,2204)
(2185,4111)
(2914,6853)
(2158,1677)
(72,2092)
(4860,2571)
(3131,4543)
(7048,4592)
(1285,4591)
(1700,6094)
(1171,4231)
(1929,6797)
(4038,1066)
(2090,4023)
(5815,971)
(4501,1357)
(3840,3905)
(640,3105)
(62,4119)
(3280,7)
(4209,424)
(4444,1080)
(1585,4373)
(3583,5513)
(475,3984)
(3981,5459)
(5325,637)
(6495,3617)
(6016,612)
(1622,2764)
(1230,5037)
(1314,5871)
(202,2320)
(3101,5883)
(3646,2139)
(573,3761)
(4014,5481)
(789,5472)
(610,5682)
(1951,556)
(4151,634)
(5441,4376)
(2528,4895)
(675,1003)
(2379,6963)
(2708,3449)
(5491,313)
(2776,5801)
(484,2351)
(2881,6600)
(4087,1924)
(5938,3788)
(5842,6393)
(1876,4233)
(4155,4971)
(6812,3162)
(1412,6491)
(3824,2481)
(6716,220)
(1462,2663)
(4240,613)
(3349,3220)
(2669,5524)
(4534,4983)
(2563,6140)
(4724,1758)
(2851,3977)
(2223,4118)
(2199,3415)
(4488,6438)
(5970,1164)
(4413,5070)
(4634,6439)
(37,3656)
(5573,2974)
(513,3312)
(933,1349)
(2895,6870)
(3292,5230)
(3254,578)
(199,834)
(3597,2833)
(2335,4688)
(249,3244)
(5085,3522)
(3980,5839)
(4045,5425)
(6521,1876)
(1957,5112)
(6083,2097)
(3456,386)
(1181,1823)
(1170,3621)
(860,6270)
(3974,1033)
(5723,3832)
(5199,5138)
(6456,1031)
(4320,6004)
(6664,1773)
(4833,4160)
(1806,6459)
(6207,2851)
(6955,2166)
(4454,5077)
(4929,5078)
(2392,1144)
(1079,7025)
(6544,2338)
(1710,3577)
(5639,6790)
(5018,4457)
(3245,5086)
(5118,2226)
(5141,4846)
(3678,6025)
(2631,3231)
(2408,815)
(477,2636)
(3897,1087)
(2016,4459)
(791,3914)
(6849,6951)
(6755,5897)
(100,1414)
(5315,6229)
(772,423)
(4655,2833)
(6548,1103)
(3771,3255)
(3063,6490)
(6982,3427)
(1578,4359)
(1815,2089)
(5113,4452)
(2883,6915)
(6936,2137)
(2192,4864)
(3262,4645)
(6567,4219)
(4795,2123)
(3508,473)
(3722,1420)
(5125,3486)
(6784,2695)
(441,3212)
(2973,3146)
(4397,1091)
(1164,768)
(377,1984)
(6251,4589)
(6446,4777)
(5556,6663)
(6086,586)
(5410,1504)
(3329,6531)
(315,3790)
(5171,3138)
(5687,6392)
(5034,6763)
(3636,26)
(2584,6337)
(3701,265)
(726,2629)
(3381,5834)
(713,6062)
(2524,4671)
(5782,3046)
(6609,2451)
(5147,2031)
(3834,2685)
(1991,6285)
(5720,5630)
(3350,4752)
(910,3686)
(6171,1134)
(4927,2124)
(5649,6320)
(1614,47)
(4132,2168)
(4996,2386)
(2330,399)
(4046,271)
(701,830)
(2287,283)
(4269,6530)
(2047,6822)
(1233,4766)
(6193,1010)
(2080,5379)
(340,3697)
(2996,4125)
(1540,5271)
(3812,118)
(5410,3111)
(3561,2331)
(1125,908)
(148,7107)
(6481,3306)
(1734,4862)
(113,2149)
(460,4579)
(646,3912)
(3920,4879)
(1843,608)
(816,3757)
(5246,6589)
(5876,7083)
(6750,179)
(4201,4129)
(2292,5215)
(1434,3247)
(1974,1823)
(5493,7079)
(6739,1610)
(3200,1545)
(2595,3944)
(4948,531)
(5115,4057)
(4513,4501)
(1302,6102)
(5441,2024)
(3370,7070)
(1650,1626)
(448,4849)
(2870,5120)
(3067,1902)
(1707,280)
(5050,2278)
(3564,4663)
(5998,3756)
(6674,6163)
(6945,7054)
(1199,6537)
(6514,4462)
(566,3401)
(4603,2113)
(2068,4817)
(3698,4408)
(5265,4069)
(3375,1949)
(2271,6278)
(5774,5210)
(529,488)
(735,2755)
(5283,1744)
(6774,5912)
(5448,3272)
(2633,4668)
(3496,3671)
(2033,3173)
(86,1104)
(1296,6485)
(4767,6441)
(2762,2905)
(6997,3731)
(758,508)
(6964,657)
(4370,2666)
(6581,3799)
(6084,2471)
(3828,4000)
(2094,1856)
(3618,2843)
(2892,6348)
(2000,6184)
(2681,1076)
(1980,3769)
(4706,163)
(5709,454)
(2512,5422)
(4903,2780)
(5630,6048)
(4373,4909)
(5838,6570)
(1548,3940)
(479,3538)
(6093,938)
(6219,3464)
(6874,4377)
(3993,6692)
(4148,5555)
(5924,5780)
(1017,4059)
(4506,4755)
(225,3297)
(4730,3472)
(2961,3501)
(3794,2017)
(4207,1729)
(6577,3960)
(1801,766)
(2509,5108)
(6182,2710)
(5982,2646)
(2051,3933)
(5986,1277)
(2065,865)
(899,1062)
(6705,6457)
(5111,5602)
(2148,4294)
(3515,6451)
(438,6029)
(6255,913)
(5788,1265)
(3204,2787)
(5942,2396)
(6470,5207)
(5520,2454)
(1175,7041)
(3577,1185)
(918,2103)
(6008,5069)
(3430,3226)
(2203,6680)
(375,4997)
(6895,4632)
(2212,3108)
(5237,6299)
(1312,6358)
(359,6068)
(4528,2613)
(6873,4845)
(370,6619)
(5037,4285)
(3619,1606)
(444,6141)
(3606,2878)
(1238,6065)
(2278,5662)
(643,4769)
(2530,1959)
(1990,4456)
(1091,6458)
(3900,4653)
(6595,1000)
(1317,6900)
(1928,3106)
(408,2052)
(3629,706)
(5910,6277)
(2135,2334)
(2076,5883)
(1964,5307)
(4698,2080)
(1487,3722)
(3466,2523)
(821,7024)
(2142,1666)
(7080,691)
(6479,2231)
(6198,5538)
(1960,6166)
(139,4421)
(2190,3986)
(4153,3196)
(982,6015)
(688,4041)
(4907,2272)
(2138,6810)
(7039,1055)
(3682,1919)
(6850,475)
(7019,1394)
(4463,5866)
(3970,6480)
(2001,891)
(2396,5770)
(5867,4465)
(4688,4481)
(4729,7043)
(4205,1210)
(3409,2480)
(1631,6727)
(4932,5910)
(1714,1851)
(6274,1325)
(162,6119)
(541,6212)
(1492,2857)
(6316,3236)
(5595,2198)
(5292,1816)
(6878,4486)
(2321,6670)
(6214,4299)
(1705,4174)
(5820,5417)
(6773,2295)
(2235,3829)
(6487,2382)
(2343,1017)
(2010,3541)
(2559,5501)
(5376,5681)
(6207,2452)
(5314,2684)
(2258,3429)
(4782,5830)
(3795,3263)
(5308,371)
(556,3813)
(3187,1290)
(2525,3918)
(1188,802)
(3410,3678)
(2453,5294)
(5969,3904)
(1352,1276)
(6266,3942)
(4944,4563)
(5151,3877)
(4758,5179)
(178,4873)
(962,78)
(6733,4639)
(773,4815)
(6038,6557)
(2907,1389)
(5451,2651)
(6681,5263)
(6811,6944)
(4899,3874)
(3880,3819)
(5469,4361)
(6403,5714)
(1908,2352)
(3384,224)
(4596,812)
(6291,4892)
(5978,4533)
(664,6568)
(6142,360)
(2968,5541)
(2218,6477)
(4443,308)
(6249,704)
(6989,6467)
(449,1526)
(2310,5861)
(255,4168)
