3964
(1,0,-0)
(2,-312.569,-23.6845)
(3,1034.45,1655.36)
(4,-2682.91,1925.45)
(5,-3487.52,1366.36)
(6,280.656,1555.51)
(7,-999.198,216.608)
(8,-3543.56,1099.5)
(9,-1174.89,-500.266)
(10,1413.07,910.353)
(11,956.276,2193.99)
(12,111.084,253.636)
(13,85.5089,287.328)
(14,2425.83,111.64)
(15,1269.85,-1713.85)
(16,-3053.08,1919.34)
(17,-1501.91,1114.17)
(18,-3327.84,1742.98)
(19,-1712.74,738.779)
(20,-1896.87,979.85)
(21,1371.7,2173.97)
(22,-969.397,1210.58)
(23,-1661.47,1524.04)
(24,93.1813,299.448)
(25,-1165.55,890.56)
(26,1025.44,-1385.49)
(27,-228.061,1808.03)
(28,697.637,2433.83)
(29,-4339.05,960.168)
(30,1392.83,499.154)
(31,151.447,110.417)
(32,693.745,1991.5)
(33,1165.66,-152.782)
(34,-813.28,-82.6178)
(35,887.336,1723.97)
(36,891.227,2289.17)
(37,-1709.18,1263.51)
(38,-1193.01,943.489)
(39,265.867,-101.41)
(40,-50.2601,203.709)
(41,1156.65,2723.16)
(42,-632.143,-302.784)
(43,-71.4983,-380.509)
(44,-575.1,883.332)
(45,754.68,-242.071)
(46,1693.05,1370.37)
(47,419.761,-1108.84)
(48,-3224.76,1733.2)
(49,-1298.2,520.837)
(50,-131.877,99.5195)
(51,321.576,1939.02)
(52,-435.439,1668.26)
(53,-614.018,501.044)
(54,446.336,2031.98)
(55,285.437,1425.96)
(56,-1224.03,-279.655)
(57,286.549,1430.86)
(58,-617.688,-90.7351)
(59,1464.77,825.734)
(60,267.757,1441.53)
(61,-1208.58,-214.606)
(62,746.896,272.428)
(63,1485.12,1505.8)
(64,334.586,2301.4)
(65,621.802,1199.24)
(66,876.55,-342.369)
(67,2434.61,426.766)
(68,-226.726,-25.2412)
(69,717.986,-11.2307)
(70,-432.659,303.562)
(71,1500.69,-475.358)
(72,772.36,-215.162)
(73,708.534,637.147)
(74,754.013,-184.472)
(75,1104.72,413.089)
(76,-3604.94,877.439)
(77,455.788,1862.52)
(78,2030.53,1783.68)
(79,-809.61,-83.6186)
(80,-557.643,127.763)
(81,-922.473,508.606)
(82,-2388.02,1840.16)
(83,-655.161,-236.734)
(84,2064.56,1854.18)
(85,1422.74,565.093)
(86,-180.025,-1599.76)
(87,454.12,584.329)
(88,-1062.36,665.279)
(89,1212.8,-1714.74)
(90,-2493.66,1990.17)
(91,-3063.53,1903.21)
(92,-1667.37,277.543)
(93,-1076.48,-428.99)
(94,-3132.92,1863.4)
(95,610.127,-958.945)
(96,-90.1791,437.107)
(97,500.155,2433.39)
(98,1365.47,2195.99)
(99,-3535.44,1356.69)
(100,263.866,1985.61)
(101,1910,1180.45)
(102,-1027.55,1372.03)
(103,2321.97,206.489)
(104,-791.041,489.925)
(105,-1046.46,1710.07)
(106,-833.406,480.028)
(107,348.596,1889.98)
(108,537.071,859.982)
(109,1770.33,-1017.66)
(110,-1405.06,838.632)
(111,-1378.82,724.991)
(112,-1078.37,1736.98)
(113,-2108.14,1479.11)
(114,-1986.27,1253.61)
(115,-627.584,153.227)
(116,551.86,844.414)
(117,-1697.17,867.765)
(118,1778.23,-414.201)
(119,-1079.7,502.823)
(120,1428.74,1177.44)
(121,-2873.05,1905.88)
(122,766.8,-28.0211)
(123,12.7874,35.6936)
(124,-1424.18,925.92)
(125,-957.277,1626.78)
(126,-3282.59,1755.32)
(127,1198.35,472.245)
(128,-1654.36,1529.26)
(129,-1209.36,-140.55)
(130,-3523.54,1366.14)
(131,394.631,160.788)
(132,1535.38,2656.34)
(133,431.992,-522.727)
(134,-3577.59,1683.38)
(135,1457.88,819.618)
(136,-1261.28,1571.52)
(137,794.933,462.904)
(138,596.561,1183)
(139,1767.44,-423.653)
(140,-618.577,234.288)
(141,422.763,2010.18)
(142,1246.38,2036.76)
(143,-701.64,348.818)
(144,-1868.96,1319.77)
(145,542.631,450.895)
(146,-1167.77,477.582)
(147,334.03,2342.99)
(148,-2475.42,1997.84)
(149,1784.46,1638.79)
(150,-833.184,-110.305)
(151,-494.595,1389.71)
(152,581.661,850.752)
(153,-986.633,497.597)
(154,-3517.65,957.611)
(155,-229.506,1799.25)
(156,-2550.37,1837.16)
(157,-3503.64,1318.22)
(158,-1422.18,875.215)
(159,558.31,843.08)
(160,-826.401,-84.7305)
(161,517.835,-45.9235)
(162,-3553.9,1362.81)
(163,1682.16,2757.3)
(164,-572.876,374.949)
(165,1246.16,2789.88)
(166,745.562,-201.263)
(167,-3930.41,938.708)
(168,-873.881,-305.675)
(169,-3483.4,1324)
(170,-1108.06,-432.437)
(171,-1065.14,-77.6141)
(172,747.119,-193.813)
(173,-3545.01,1026.55)
(174,-616.909,384.957)
(175,-1863.07,1620.33)
(176,-833.851,-91.0686)
(177,-938.263,401.414)
(178,1979.83,1864.96)
(179,2136.83,-1890.2)
(180,-1145.64,-497.153)
(181,372.058,2042.32)
(182,331.583,-338.033)
(183,-625.916,201.152)
(184,766.8,-23.2397)
(185,-189.699,-6.89409)
(186,-1962.37,1612.66)
(187,-976.069,-373.837)
(188,215.496,1882.75)
(189,2365.56,381.399)
(190,-184.917,1837.94)
(191,2158.18,-1510.25)
(192,2349.77,183.916)
(193,586.442,1033.22)
(194,1565.85,-180.136)
(195,1094.83,919.693)
(196,1235.71,2028.2)
(197,-1970.49,1324.55)
(198,-3323.62,1724.97)
(199,-3541.56,1648.91)
(200,-1502.8,1670.37)
(201,-1127.18,832.961)
(202,189.476,1545.94)
(203,-546.412,566.093)
(204,357.603,1902.55)
(205,-1069.14,416.203)
(206,-1226.92,-88.5112)
(207,331.138,1583.53)
(208,1920.11,1101.5)
(209,380.954,1863.74)
(210,1832.16,1894.32)
(211,-1594.98,1202.68)
(212,942.488,411.755)
(213,-3585.15,1370.59)
(214,1274.18,2197.55)
(215,-403.415,1676.26)
(216,-1274.29,1104.28)
(217,-703.086,514.054)
(218,-610.905,1367.25)
(219,1394.38,1719.85)
(220,-33.9145,-1628.34)
(221,773.694,557.087)
(222,484.365,1809.92)
(223,-1085.26,-429.212)
(224,1289.42,-480.473)
(225,-838.966,406.529)
(226,-829.848,-87.5104)
(227,-495.818,872.213)
(228,769.358,-233.732)
(229,686.517,-2022.97)
(230,-1400.94,420.206)
(231,-186.252,-294.667)
(232,325.023,1921.34)
(233,-3403.45,1672.93)
(234,2121.71,-2253.7)
(235,223.057,-21.0158)
(236,-2061,1348.68)
(237,1351.46,2037.31)
(238,-812.279,345.038)
(239,244.184,1947.58)
(240,-249.855,-1511.36)
(241,1269.62,1716.4)
(242,-1580.08,910.353)
(243,369.501,186.919)
(244,-3456.27,1664.59)
(245,-1379.48,844.97)
(246,444.335,1642.35)
(247,510.051,-654.493)
(248,-2382.68,1851.73)
(249,1041.23,974.179)
(250,-2448.18,2172.75)
(251,1343.9,2753.3)
(252,1855.18,1444.42)
(253,377.952,1592.31)
(254,-3713.02,1601.1)
(255,-3240.55,1756.32)
(256,1111.95,2153.73)
(257,-1626,1016.99)
(258,-551.082,635.59)
(259,2420.38,120.424)
(260,-3722.69,1740.87)
(261,1432.64,555.863)
(262,794.599,1611.1)
(263,1598.09,-173.464)
(264,-367.833,1695.28)
(265,-3550.12,907.795)
(266,-662.833,-294.222)
(267,68.9409,706.755)
(268,679.957,1249.61)
(269,-1088.38,-428.656)
(270,-1759.88,1230.15)
(271,-450.117,-104.523)
(272,-3616.39,1102.16)
(273,1936.68,1109.5)
(274,-218.832,1817.59)
(275,-470.466,-465.128)
(276,-5.33736,335.142)
(277,-3530.77,1361.58)
(278,803.828,390.628)
(279,-4279.45,953.83)
(280,-3803.2,1697.5)
(281,666.947,629.363)
(282,-760.684,-128.875)
(283,-778.253,-162.456)
(284,-1454.1,699.083)
(285,-1250.05,1633.12)
(286,721.544,155.451)
(287,1123.29,1665.81)
(288,-3672.88,1716.74)
(289,196.704,1930.57)
(290,-495.04,801.048)
(291,730.106,-204.932)
(292,-3671.66,1644.13)
(293,-2372.23,1996.39)
(294,1958.59,-295.111)
(295,142.107,496.819)
(296,1275.63,707.978)
(297,-827.179,-114.976)
(298,20.9046,1839.83)
(299,539.629,458.012)
(300,2106.14,274.095)
(301,-1819.48,879.997)
(302,72.8327,291.22)
(303,-3043.74,1931.12)
(304,-2667.01,1857.51)
(305,-1503.47,1134.74)
(306,2335.54,-1565.29)
(307,-827.624,-128.541)
(308,-837.965,93.1813)
(309,-2890.85,911.242)
(310,479.028,1944.35)
(311,502.712,-58.7109)
(312,-2443.17,2004.51)
(313,1313.32,1067.03)
(314,-3779.52,1747.98)
(315,416.314,1978.38)
(316,-1701.28,1514.14)
(317,-1218.47,-232.62)
(318,1173.44,1042.34)
